x1,x2,x3,x4,x5,x6,index
2,0,2,3,1,1,14489
1,2,4,2,5,6,3966
0,2,4,2,3,0,21047
0,4,4,5,5,4,16964
3,1,1,1,4,6,30901
2,3,1,8,4,5,24205
2,0,2,4,0,5,38176
3,0,4,1,5,3,52447
2,7,3,7,3,4,55266
2,5,1,6,4,2,39457
2,6,4,6,1,0,60283
2,0,4,3,3,4,32928
2,7,4,4,0,5,54599
3,6,3,2,5,6,22766
1,4,0,3,5,0,18657
2,1,0,2,3,2,33919
1,6,1,8,0,1,50497
3,1,0,0,1,4,39885
2,5,4,0,0,5,31642
1,3,0,4,2,0,40613
2,0,0,6,5,0,10374
1,4,0,1,3,4,13219
3,5,1,2,0,1,44704
2,1,1,8,0,1,15842
3,6,0,0,0,4,33631
0,1,1,7,1,5,52400
0,3,3,4,1,5,46895
3,0,2,2,5,0,53646
2,4,1,4,4,0,41187
1,2,3,1,4,0,739
0,7,3,1,4,3,29646
1,4,0,6,4,0,5160
1,0,3,3,4,3,9107
2,1,0,8,0,4,35306
3,1,2,5,0,3,13003
1,0,0,1,3,5,42888
1,5,3,2,4,1,30708
1,3,3,0,0,3,2889
0,7,2,8,3,1,38669
1,6,4,3,4,6,37223
1,6,1,3,1,6,21413
3,1,1,6,4,1,12054
2,1,1,3,2,1,9694
2,2,0,8,0,3,4080
3,5,1,6,0,2,25538
0,1,0,5,2,1,5599
3,1,2,7,1,2,10789
0,3,4,4,1,5,38088
2,6,0,2,5,2,32924
3,1,4,8,0,0,12826
3,3,0,7,2,6,58928
0,0,4,6,5,1,18814
0,3,0,7,0,2,59160
3,7,4,6,0,5,23701
3,0,1,2,1,5,33232
0,7,4,1,5,5,43088
0,6,2,0,5,0,57346
2,3,4,7,5,4,4642
3,3,0,5,4,3,44162
3,2,4,1,0,5,17127
0,0,4,4,4,3,42223
3,4,2,3,2,4,25264
1,6,2,8,0,2,11578
0,7,4,0,5,2,33598
1,0,0,4,0,5,30099
1,2,2,6,0,3,11623
3,3,0,1,3,6,6891
1,5,0,4,1,1,44854
1,5,0,6,2,5,53564
3,2,3,8,1,2,55405
3,6,0,6,2,5,47741
1,6,1,2,0,6,32079
1,5,0,8,3,3,54700
1,4,4,8,1,4,17017
3,0,2,4,5,5,27227
2,7,2,6,0,0,32662
2,0,1,8,3,4,6814
1,2,2,7,2,4,20803
3,7,3,6,5,0,3758
0,1,1,1,4,0,26292
0,5,2,5,1,3,18644
0,2,2,6,2,5,11956
2,7,2,4,0,5,58911
2,3,3,0,5,4,58694
2,4,4,3,1,4,25178
3,7,1,3,1,6,20422
3,7,1,5,2,3,54840
3,2,1,7,2,0,42910
2,0,1,2,3,2,55935
3,7,0,7,5,4,57794
3,4,0,3,1,6,22948
3,2,4,4,1,6,10960
0,6,1,3,5,5,19777
2,5,3,4,1,6,21345
2,6,0,3,3,3,47659
2,5,4,7,5,4,25755
2,0,3,5,0,3,13033
1,7,4,5,1,3,2013
2,6,1,3,2,2,44380
0,7,2,8,0,5,10249
0,6,3,4,2,6,9051
3,3,3,1,2,1,47038
1,3,3,4,1,0,41898
0,2,3,5,5,2,22987
0,3,2,7,5,0,29425
0,3,0,8,3,6,23054
2,5,0,4,3,2,20999
0,5,3,6,1,2,8286
3,0,3,6,2,3,49115
0,1,2,4,2,5,29287
2,3,0,7,1,4,10880
0,0,4,4,3,5,59374
2,1,4,7,0,0,9712
1,3,4,4,1,4,938
3,0,3,5,5,1,25591
0,7,0,1,1,4,23556
2,1,0,6,2,6,24652
1,4,3,8,2,0,224
0,4,4,2,4,5,15775
2,3,2,4,0,5,24850
3,2,0,4,5,1,39020
0,3,3,8,1,4,15222
1,6,2,3,1,3,10098
1,7,4,0,4,3,21179
1,5,2,2,3,4,5189
1,5,2,2,5,1,47970
0,0,2,8,2,0,32200
0,5,4,4,1,4,7219
3,4,3,4,0,6,21964
1,1,0,8,4,5,23959
0,4,1,5,3,0,40457
3,7,3,0,0,5,42913
3,2,2,7,5,3,9388
0,3,4,0,5,6,51945
1,2,2,8,1,3,50365
1,5,2,1,4,2,9328
1,6,0,2,2,6,43495
1,4,4,1,2,1,56488
1,6,4,7,3,0,48046
3,1,1,1,2,4,15573
1,3,1,3,1,6,12916
2,2,1,5,3,2,26641
0,1,3,0,1,3,8085
2,6,4,7,3,3,60119
0,0,0,8,0,1,11444
2,7,0,1,2,2,46771
3,2,4,5,0,5,6386
3,7,1,2,3,3,18557
2,3,1,2,5,4,3011
0,5,1,6,1,6,4501
0,7,3,1,5,5,58866
3,6,3,0,5,3,23714
1,2,1,4,0,2,52454
2,4,4,0,3,5,14935
2,0,3,8,1,5,34902
0,5,2,6,2,2,14331
0,1,3,1,4,2,10699
3,4,4,1,1,2,47334
2,5,4,0,2,3,15627
3,1,2,0,5,2,57207
0,2,4,2,3,6,18990
2,0,3,2,1,6,42923
3,7,2,4,5,6,13767
1,3,0,5,1,4,12663
0,4,1,3,0,1,37579
3,2,4,5,5,5,48357
2,4,3,3,4,6,12850
3,2,2,2,0,2,41049
1,5,4,2,3,3,41575
2,7,0,2,0,0,642
3,3,3,8,0,2,24155
3,7,4,1,1,3,14826
1,1,4,7,1,3,4628
2,2,3,1,1,5,28356
1,6,0,8,3,0,38153
0,4,2,4,5,1,26614
3,1,4,8,1,1,18935
0,3,4,6,0,6,20830
3,5,0,5,3,5,28091
2,2,3,0,3,2,50209
0,1,0,6,1,5,36066
0,5,2,6,0,6,2976
3,5,2,3,1,3,23199
2,3,1,4,0,3,23277
0,6,4,0,0,2,47661
1,3,1,5,4,3,39822
3,5,3,1,1,5,7514
2,5,4,7,5,6,49131
2,0,2,6,0,3,1651
3,4,4,4,5,0,8646
3,3,1,5,2,2,4240
3,0,3,0,5,5,14547
0,6,2,3,0,2,56208
3,2,0,6,5,5,60383
3,4,2,5,0,2,7010
3,1,0,8,1,0,44345
2,3,0,7,2,1,36535
2,0,0,3,0,3,44401
1,4,1,8,0,5,40788
2,7,1,5,4,4,10915
3,4,4,3,5,6,35678
1,2,3,4,5,3,43230
1,3,4,1,4,6,34554
3,7,4,0,4,6,5201
3,4,3,6,4,6,37642
3,4,4,2,4,6,45538
3,3,3,4,0,3,54877
2,3,2,6,1,3,52558
3,7,2,0,4,5,37684
3,0,2,1,3,6,14435
1,0,4,1,1,0,5527
1,2,0,6,0,3,40174
0,1,3,5,0,2,22039
2,4,3,2,0,2,54784
2,3,3,8,2,4,52111
2,1,3,7,0,1,22894
1,7,3,1,4,2,26686
0,6,4,4,4,6,4265
1,6,0,0,5,3,12557
3,2,0,1,0,4,31310
0,6,2,5,5,3,58503
2,5,2,3,5,6,10924
3,3,4,3,2,5,55872
3,2,3,2,1,4,51376
0,0,0,2,4,1,9756
1,5,1,6,0,0,1362
3,4,4,8,3,5,3867
1,7,0,1,5,4,11959
2,6,2,1,3,2,52892
1,0,0,0,1,2,11741
2,3,1,3,5,3,10713
0,0,1,2,2,0,7762
0,7,1,1,0,5,44790
1,0,3,6,2,1,20993
0,0,1,7,5,5,33053
2,0,3,0,4,4,39300
2,1,4,8,5,4,24984
3,3,3,1,0,1,3804
2,3,2,2,0,2,6556
3,0,4,3,1,1,1606
0,3,4,4,5,5,2112
1,6,2,8,2,1,2582
3,3,4,4,2,5,17685
2,7,3,4,0,6,33210
2,4,1,4,4,6,50288
2,0,2,8,1,3,10708
3,2,3,2,0,6,25637
3,2,3,1,0,4,11654
0,7,4,6,1,6,52120
2,7,4,0,0,1,50674
3,5,1,7,2,6,44310
3,2,0,4,4,6,58696
0,2,4,2,1,3,30376
0,1,1,0,4,6,30806
3,5,3,8,2,0,19391
1,1,3,2,3,5,23580
0,5,3,1,2,3,17214
3,4,4,6,1,5,10395
3,0,0,4,2,6,48592
0,2,1,2,3,4,3596
3,4,4,0,3,4,10256
0,5,2,5,0,3,30193
2,4,3,4,5,3,38859
3,2,0,0,4,2,30817
3,3,4,3,1,5,40476
2,5,0,7,1,2,41820
3,0,4,7,1,5,51426
1,3,1,6,0,1,9337
2,3,0,6,4,5,19013
0,2,1,2,4,3,9590
1,3,4,3,4,3,54789
2,1,3,2,1,5,45191
1,3,0,4,0,6,18838
0,0,3,5,3,1,40718
2,7,2,0,1,6,56507
3,0,3,1,2,6,56763
0,4,3,0,4,6,14200
1,0,0,7,2,1,35596
0,4,2,3,0,0,40755
3,7,0,8,4,4,37626
2,4,3,5,1,1,28042
0,6,3,3,3,2,23699
0,0,1,5,2,3,45681
1,1,1,2,3,3,32754
3,7,3,8,2,3,45393
2,4,3,6,5,1,34994
0,5,0,1,3,6,37287
3,6,3,5,2,3,494
3,4,4,6,5,6,41103
0,7,4,6,1,1,14546
3,1,4,7,3,3,31581
1,6,2,0,5,2,16845
3,0,1,6,5,3,28231
0,3,4,0,0,4,13825
1,2,0,7,3,3,2646
1,6,2,1,5,1,49358
3,3,3,0,0,0,21252
3,6,3,5,3,5,32006
0,7,2,8,2,3,49596
3,1,3,4,4,6,1028
3,4,1,7,1,1,54320
0,3,1,2,2,6,9914
0,0,0,2,3,5,40065
0,4,2,7,4,1,41399
2,0,3,1,4,5,19416
2,5,1,3,0,4,23612
2,5,3,1,2,6,44063
2,6,0,0,0,4,16996
2,0,4,2,0,5,349
2,7,3,4,4,3,32622
2,6,4,1,5,6,6451
2,3,2,2,0,6,41587
1,7,2,5,4,2,58863
1,4,1,2,0,4,44433
2,1,2,1,2,3,7112
0,3,0,3,4,5,47493
2,6,2,0,2,0,6972
3,2,2,7,1,6,470
0,3,4,4,3,5,3369
1,6,3,4,2,3,31009
3,5,2,6,5,3,13655
0,1,0,8,5,5,49943
3,3,0,4,2,1,39086
0,4,1,4,1,1,48073
1,5,3,6,5,0,12567
3,6,3,3,2,4,20361
0,2,0,2,3,0,39105
3,0,3,2,2,5,41308
2,7,2,4,0,2,35179
3,7,4,2,2,2,19136
0,5,2,2,2,2,15249
0,0,1,1,0,4,20434
2,5,3,8,2,1,41059
3,0,2,5,2,4,57670
2,0,4,6,0,6,29590
3,0,1,0,0,2,17293
0,4,0,5,0,1,12290
3,6,3,6,1,0,30165
0,7,0,1,5,2,19462
2,3,1,0,5,3,15023
3,1,3,6,1,3,47631
2,4,1,7,4,5,57893
0,2,0,6,3,3,8942
1,6,0,3,4,0,51203
2,0,0,8,4,5,7038
1,2,1,7,2,5,32280
3,4,4,0,0,4,24833
2,4,4,7,5,1,38038
0,2,1,1,3,4,42785
1,5,1,8,1,0,55100
3,1,3,4,5,5,15114
0,0,0,4,2,6,17164
2,2,1,6,2,4,33980
2,1,2,5,3,3,42813
0,0,2,6,4,2,22455
0,4,1,2,5,6,469
3,7,2,1,1,2,18283
1,5,0,6,5,3,44874
1,0,3,5,1,4,48038
3,0,4,6,0,5,6351
2,1,0,3,5,2,38243
1,0,1,5,4,3,8009
2,3,2,5,2,3,21712
3,4,1,7,2,3,14246
0,6,4,7,1,1,29510
2,5,0,5,4,3,41037
2,0,1,7,1,1,11465
3,6,3,8,0,4,54800
3,4,3,7,1,0,21198
0,3,2,0,1,4,3089
2,4,3,7,4,5,9803
2,0,3,1,4,1,20731
3,5,4,8,4,5,43967
2,7,0,6,0,3,48125
1,2,1,2,1,0,24210
0,1,3,5,2,0,232
0,5,3,8,5,3,11182
2,6,1,1,4,1,1697
2,2,0,1,3,5,18050
3,2,0,2,3,5,43638
3,1,2,8,5,5,18568
2,5,4,8,2,4,27422
1,1,2,4,4,5,26096
3,6,3,3,2,0,52336
1,7,2,3,1,2,56649
0,0,3,0,0,5,36955
2,5,4,8,0,2,45913
2,0,0,1,5,4,12754
3,5,1,0,0,0,40149
1,2,2,5,4,4,44300
0,4,3,8,2,5,25336
1,0,1,3,1,4,26285
1,6,0,7,4,4,33222
3,0,2,1,4,0,51587
3,6,3,5,1,5,27064
2,7,4,2,0,0,4792
0,6,0,8,4,0,56714
0,0,3,7,5,6,53569
3,5,4,4,0,3,47371
3,0,3,6,4,6,53473
0,2,0,5,3,1,9560
2,6,1,6,4,3,59948
3,5,0,0,2,0,18247
2,5,1,7,3,6,43252
2,2,2,2,1,0,11497
2,6,4,0,0,2,39461
2,4,0,6,2,6,9423
2,0,0,6,1,5,10874
2,5,1,2,2,3,15658
3,2,1,1,1,6,21665
2,5,4,8,2,3,44470
3,5,0,7,5,5,51692
1,0,2,0,5,5,51851
3,3,2,1,5,3,32962
0,1,0,3,5,0,47974
2,5,1,4,4,4,19148
2,6,2,8,4,6,47870
2,0,2,8,4,0,49146
1,3,1,5,5,4,1090
2,6,3,6,5,0,23949
2,3,0,2,5,0,8037
0,6,3,5,3,6,16894
1,4,2,2,5,4,44778
3,0,3,8,1,4,4794
3,1,1,8,0,5,356
3,3,3,6,2,0,37701
3,5,1,8,3,0,54724
0,6,4,5,1,6,12343
1,3,3,6,5,0,22554
1,2,2,0,3,3,31922
1,6,0,5,1,4,35122
1,6,1,4,3,1,51658
2,4,3,1,4,3,22882
2,7,1,4,3,6,5128
2,0,1,3,3,3,25721
0,7,2,5,1,2,52360
2,0,1,8,2,0,27351
0,2,2,5,2,0,50026
0,4,3,3,2,5,58975
3,3,3,4,2,6,13717
1,2,1,4,3,5,60317
2,5,1,6,1,6,51640
1,2,2,1,3,3,60141
1,4,3,0,4,5,28879
0,5,2,6,1,0,48574
1,4,2,3,0,1,43735
3,4,2,2,3,6,47489
1,2,1,2,1,3,46218
2,4,0,6,5,6,39508
3,4,4,5,2,0,9686
3,6,2,6,2,6,10987
0,6,3,8,0,5,34618
2,4,0,5,5,6,41342
3,6,2,4,4,6,46120
0,4,1,0,3,3,46882
2,3,1,5,3,0,25651
0,3,2,3,3,5,23217
2,7,3,4,1,1,26141
1,2,1,6,0,0,51281
3,2,4,2,5,4,59305
3,7,3,5,2,1,26392
0,2,2,4,5,6,9440
2,7,0,4,5,5,47015
3,1,0,0,3,1,51607
2,2,0,2,0,3,5323
1,7,3,3,1,5,56339
0,3,2,0,5,0,26050
0,7,1,7,1,6,27726
0,6,2,7,0,5,57155
2,6,2,8,2,1,41887
1,5,2,0,5,3,33202
2,7,0,5,1,2,50591
1,0,1,5,4,1,11188
3,6,3,1,2,6,37882
0,3,1,6,4,2,5799
3,5,4,3,4,3,33999
3,5,1,6,0,3,55229
0,1,3,8,4,5,39654
0,6,2,0,2,5,54484
0,7,0,0,0,1,27156
0,5,1,3,1,3,56035
3,2,3,5,4,4,9731
0,1,0,0,1,4,43527
1,4,1,0,2,3,7565
1,1,1,5,3,3,7195
0,7,0,2,3,5,12642
2,1,2,4,5,3,17137
3,7,1,1,2,2,36891
0,5,4,7,0,2,32428
2,1,0,5,2,4,9985
1,7,4,0,5,3,25386
3,1,3,2,1,4,10890
3,7,3,0,5,0,25645
2,4,3,1,1,1,39385
3,0,4,8,2,0,36668
2,5,1,4,1,4,47896
0,6,4,3,0,6,13806
2,4,2,4,0,0,15906
1,0,1,0,3,1,50505
3,3,2,1,4,3,50723
2,3,0,7,3,1,53630
0,3,2,6,2,1,59196
0,0,2,1,5,5,1806
1,4,0,5,5,5,41884
2,3,0,0,5,5,37844
2,6,2,0,3,4,26787
0,0,0,2,0,3,43748
3,1,4,3,0,5,38327
3,6,2,0,4,4,33388
2,5,0,8,2,4,20340
3,6,1,1,0,3,16054
2,6,2,8,1,5,30209
1,1,1,5,1,6,2739
2,1,4,0,4,6,47295
1,6,3,8,4,6,38303
2,1,4,3,1,3,28590
0,3,2,8,3,3,60364
1,7,1,4,5,0,25973
0,6,3,5,3,3,38986
1,3,2,2,2,6,26701
3,6,1,7,4,6,46928
3,3,0,1,3,1,56270
3,4,1,5,4,6,27092
1,5,0,5,5,5,24324
1,3,4,1,3,5,38342
3,0,1,8,1,1,36699
2,0,2,4,0,3,33942
1,5,2,3,2,1,15458
3,6,0,1,3,0,8703
1,6,4,3,3,5,24675
2,3,2,7,4,1,2649
3,4,3,2,1,4,27031
3,4,3,1,4,2,27853
2,7,1,1,2,2,9943
2,7,4,7,1,3,55041
3,5,3,1,0,5,22673
0,2,0,8,0,6,12645
1,5,4,1,5,2,33047
2,0,1,6,4,4,11608
2,1,1,0,5,1,52174
1,0,3,3,1,2,27347
0,0,2,4,1,6,44374
1,2,3,8,5,0,36923
3,6,1,4,5,0,35964
1,0,4,8,4,1,58433
2,7,3,2,5,0,10121
0,7,2,4,2,3,25430
1,3,3,6,4,0,7056
0,4,2,5,5,1,30627
2,5,2,8,5,5,37090
2,3,4,3,1,2,3795
3,3,4,8,5,0,23111
3,0,1,4,4,0,25252
2,7,1,0,4,3,33454
3,7,0,6,2,2,39601
3,6,4,4,0,5,55763
2,6,0,2,3,0,10384
3,6,4,3,1,5,47172
2,1,2,8,5,5,13424
2,6,4,6,4,2,7183
3,4,3,7,3,2,10906
0,1,0,7,0,0,17997
0,3,3,6,5,0,44450
0,3,3,1,3,6,14413
2,2,0,3,2,3,37202
3,7,4,3,5,1,47051
3,6,2,7,0,1,56243
0,6,4,7,4,6,11268
1,1,4,1,3,6,38712
1,7,3,2,1,0,11932
0,6,4,4,2,6,37162
1,5,1,5,2,2,29392
2,4,0,3,2,0,42227
3,6,4,6,3,1,41304
0,5,4,5,4,0,32244
1,7,0,0,3,1,17942
2,3,2,6,3,1,47788
2,1,2,6,2,0,32174
1,6,1,4,1,4,16255
1,7,2,1,0,6,23404
3,0,3,7,3,6,9578
2,2,1,3,5,0,28354
1,2,2,6,4,0,39659
0,3,1,0,1,2,26983
0,7,2,7,3,6,6777
3,4,1,6,2,2,47760
3,1,0,7,5,6,23225
1,0,1,5,4,2,36832
0,5,2,8,0,3,44727
1,3,3,3,5,6,17526
3,7,1,0,4,1,52162
3,4,4,1,4,0,46584
2,6,1,6,4,0,42968
0,1,1,0,1,1,22805
1,0,2,6,5,0,11766
1,5,1,8,4,0,15002
1,2,4,8,5,5,31780
0,3,4,4,2,5,45841
3,2,2,1,3,6,21742
2,0,2,3,1,6,2560
2,6,2,1,4,4,37846
0,5,2,3,1,1,37654
0,3,0,3,0,3,42386
0,1,2,7,1,6,38833
3,4,4,4,0,5,5311
2,7,3,2,5,5,41165
1,1,2,8,2,3,3469
0,0,3,6,1,2,32256
1,5,0,3,5,0,23514
3,6,1,8,4,2,2723
2,6,3,1,1,1,38856
1,6,1,4,0,2,14
1,0,0,1,0,4,5337
3,1,0,7,3,4,39206
2,1,3,6,0,1,27459
1,4,4,1,2,5,31203
0,1,2,3,5,4,51867
3,2,1,7,0,0,11581
1,7,3,7,4,0,23195
2,0,0,6,3,2,59776
2,1,2,5,1,4,15298
2,3,0,5,2,6,22943
1,3,4,6,4,3,20495
3,2,3,4,5,5,5560
3,4,3,5,5,6,11236
1,3,3,7,1,5,39154
0,3,1,3,2,3,14665
3,3,1,8,3,4,23356
2,4,0,8,5,2,34481
0,0,3,8,2,6,26837
3,4,4,7,1,1,34059
1,0,0,6,4,4,2090
1,0,2,1,4,5,10339
3,4,3,2,2,4,15845
1,7,3,4,3,3,13226
2,2,3,0,0,3,22094
1,2,3,0,0,0,50263
1,1,1,6,2,0,48160
1,7,0,4,5,6,41649
1,1,3,7,1,6,12562
0,7,4,8,0,5,13528
2,6,1,7,4,6,55693
0,2,3,1,3,2,46735
2,7,3,5,1,0,3820
3,5,2,0,2,4,2207
0,3,2,2,1,5,34149
2,6,1,7,3,4,18252
2,3,4,7,0,4,8519
1,1,1,2,0,2,46308
1,3,0,3,3,4,41730
3,7,3,5,2,5,26785
2,7,4,2,2,3,31970
0,5,0,2,2,3,48705
2,3,3,2,3,4,40646
2,7,4,7,2,6,51725
0,6,0,5,5,3,49847
1,2,2,3,1,6,27245
3,0,2,4,4,6,49135
2,6,2,3,3,6,54392
0,5,2,8,5,2,17264
1,5,3,0,5,2,52786
0,1,0,4,3,6,29344
3,2,1,5,3,1,10338
2,1,4,0,5,1,31963
0,1,1,6,2,5,28411
3,5,4,6,0,2,54734
2,1,4,0,5,6,928
1,3,4,6,2,4,13224
2,2,3,1,1,3,56406
3,5,2,3,0,1,16053
1,0,2,5,0,0,7871
1,1,0,0,0,0,43200
0,2,2,7,0,2,17822
2,5,1,4,4,3,41938
1,3,4,8,5,0,19250
3,1,2,5,5,6,2792
0,4,4,8,4,4,56046
3,2,0,2,2,6,26908
0,4,1,7,4,6,36988
2,3,1,4,0,1,2365
1,5,4,0,3,5,55644
1,0,3,4,1,4,48345
1,1,4,4,4,4,6958
3,2,0,3,2,3,22912
2,7,2,3,1,1,22890
3,3,3,2,0,0,53521
2,3,4,3,1,6,10824
0,4,3,5,4,2,12864
1,6,1,2,0,2,28175
2,5,0,6,5,1,35231
0,1,3,3,3,0,15015
1,7,0,6,5,5,36199
0,2,3,7,2,5,1005
3,6,4,0,3,6,30898
3,7,2,5,2,4,2285
1,7,1,4,2,5,41332
2,1,4,0,2,0,3989
2,4,1,6,3,1,39924
0,1,1,2,3,2,13639
1,0,3,7,1,3,36232
3,1,2,2,3,6,52154
2,2,2,2,0,2,2398
3,0,1,4,1,5,3135
2,5,2,7,1,4,58355
0,2,0,1,0,0,50754
1,4,0,3,0,6,32000
0,5,1,6,4,0,18470
0,6,2,5,5,5,57257
1,7,1,8,4,3,32282
1,5,3,2,3,1,3001
1,0,1,3,1,2,5749
2,6,2,7,4,6,15126
0,3,3,1,5,4,28151
0,5,4,6,1,3,5364
3,6,4,4,5,2,28977
3,3,4,0,2,3,40531
2,6,3,8,3,4,9741
3,3,1,3,0,2,59435
2,6,1,3,5,4,15729
1,0,0,1,0,1,56075
2,3,3,4,0,0,23139
2,2,3,0,2,1,42230
2,7,1,1,4,2,59910
3,5,0,0,2,6,50375
2,6,2,5,2,6,48877
2,0,4,8,0,0,32821
1,0,3,2,5,6,38979
2,7,1,5,2,5,45863
1,6,4,3,1,0,44392
2,1,1,0,3,4,51842
2,2,4,6,2,6,43334
3,0,4,5,4,6,17332
0,4,3,4,5,6,8724
0,0,0,8,3,0,17024
1,4,0,7,3,0,12963
1,7,4,3,4,1,6888
0,7,3,7,2,1,35554
0,3,4,7,4,0,5333
2,7,2,1,5,3,12628
3,6,4,1,5,1,24454
2,4,2,2,2,5,15150
0,7,2,7,0,1,11849
3,6,0,7,3,4,2681
2,6,4,0,1,5,43678
1,5,2,3,2,0,6616
3,6,0,8,4,0,24387
3,3,1,1,5,2,48513
3,0,4,0,1,4,174
3,4,1,2,2,1,59567
1,0,1,4,0,1,19859
0,0,2,7,1,0,26862
2,1,1,7,1,1,54338
0,4,4,0,4,2,1685
0,7,2,2,0,0,10248
2,2,1,7,0,1,40099
3,3,4,4,5,6,26554
2,1,2,5,0,0,33655
2,4,3,4,2,3,52381
2,6,4,1,4,2,48431
2,7,3,0,3,6,35788
2,4,3,1,5,1,50745
1,1,0,6,0,6,44779
2,0,4,7,2,1,4476
2,3,2,0,0,2,35255
1,6,2,0,2,0,43560
1,3,2,6,0,3,50725
0,7,2,2,3,6,51216
0,1,0,2,0,1,42135
1,5,0,4,4,4,14755
0,6,3,7,2,0,46235
1,4,0,1,5,3,2605
0,5,2,1,1,4,54142
3,3,1,1,2,1,13853
2,3,0,2,4,5,55706
3,7,4,4,2,2,37228
3,0,4,6,5,4,8739
0,4,2,6,4,0,23605
0,1,0,8,0,5,59006
0,6,3,5,0,2,37602
3,4,1,1,5,2,24010
0,6,0,6,0,1,43347
3,2,2,1,3,3,47961
1,1,3,0,4,0,46186
0,1,3,0,4,0,34594
1,6,0,1,2,1,25653
3,1,1,0,0,0,31855
0,6,1,6,3,3,8417
2,6,1,8,0,6,26673
0,7,3,3,4,0,33974
0,2,0,4,4,6,32789
2,0,2,6,2,1,43492
1,4,3,1,2,4,32540
3,6,1,2,5,1,23839
1,6,2,2,1,4,47165
2,5,3,4,3,1,26161
0,5,4,6,3,1,24088
0,4,3,5,4,6,24713
0,2,3,7,0,3,59425
1,0,0,5,1,2,42175
0,4,4,8,3,5,49356
0,5,4,8,2,2,56051
0,3,1,3,1,2,24366
2,6,4,4,1,0,2402
3,6,4,5,3,4,41391
0,1,2,4,0,4,39523
2,1,1,5,4,6,7140
3,1,0,8,1,2,1726
1,3,0,3,3,5,11165
0,2,0,2,1,4,42007
2,5,2,4,3,4,10494
3,3,3,7,3,1,39095
1,2,0,7,1,5,25181
3,7,3,6,1,0,14888
1,3,2,7,5,3,41896
3,0,3,3,3,0,44123
3,7,2,0,1,0,9753
0,2,0,5,4,6,35311
0,1,4,7,3,6,15649
3,2,2,8,4,5,54992
2,3,1,8,3,1,921
3,0,3,2,0,3,9045
3,7,0,0,3,6,15284
0,6,3,4,4,6,9705
3,5,2,3,5,1,51052
1,1,0,4,5,4,36672
1,7,3,4,4,1,628
1,1,0,3,5,1,28135
3,5,1,3,5,0,19376
3,5,2,5,1,5,52619
1,3,1,8,0,1,58641
1,7,2,4,5,6,21355
3,4,4,5,5,4,26637
2,2,1,4,3,6,16884
2,0,1,3,2,2,7101
3,2,4,2,0,0,25913
1,0,2,6,3,6,33505
0,7,2,6,0,3,9169
0,4,3,0,3,5,7338
0,7,3,2,3,1,5443
0,0,2,5,4,0,4603
3,6,4,4,1,4,5011
0,0,2,8,3,1,58776
0,1,0,3,1,2,30177
2,2,3,4,0,5,57280
0,1,3,2,2,4,58184
3,5,0,3,5,5,12421
2,6,3,1,5,1,29209
0,4,0,6,1,5,40350
1,2,2,3,2,0,28806
3,4,3,7,0,3,17357
0,4,2,3,3,3,47696
3,5,0,0,4,5,18740
3,0,2,0,5,2,30568
2,0,3,1,0,4,1654
3,3,4,0,1,0,42841
2,0,2,2,2,2,57638
1,3,3,6,0,1,10753
1,7,0,3,1,2,9139
2,6,4,4,4,6,9247
3,1,1,7,4,3,40604
2,5,4,4,1,2,12084
3,5,2,3,2,0,33332
1,5,4,4,0,2,57679
2,4,1,1,5,0,37219
0,4,3,2,3,4,23522
3,5,2,3,1,0,51902
0,2,4,8,4,5,25177
0,3,4,3,1,3,14948
1,1,3,4,0,4,7037
3,6,0,6,4,5,5368
0,0,3,7,2,1,53635
1,0,4,1,5,6,29742
1,2,3,3,4,4,51321
2,1,4,5,3,5,881
1,4,2,2,4,4,33607
0,6,3,7,0,3,54355
2,6,1,2,0,5,8553
2,2,3,5,4,2,2250
0,3,3,2,4,2,5051
0,3,2,1,1,6,15470
3,2,1,0,1,2,55681
1,2,0,4,1,1,41581
1,4,3,3,5,1,46439
0,3,0,8,2,1,39307
0,4,2,6,3,4,11669
1,1,1,7,1,1,15283
2,0,1,7,1,5,52393
0,0,2,5,1,1,5890
0,6,2,3,1,0,25339
1,2,0,3,5,4,60327
1,1,0,3,3,6,37569
2,2,1,7,4,6,36054
3,4,1,6,5,0,42404
1,0,3,0,1,2,55174
3,1,0,2,3,4,5996
0,3,1,0,5,2,48654
3,1,4,5,2,0,31420
2,2,0,4,3,2,8526
2,4,4,2,3,4,19020
1,3,4,1,0,1,50466
3,1,3,7,5,2,22793
0,6,0,2,5,2,12125
3,1,1,0,4,5,46959
0,3,0,2,1,6,40104
1,5,3,7,3,5,12021
2,4,3,1,0,6,15355
3,0,4,8,4,1,35839
3,5,3,2,0,0,50522
3,6,0,0,2,4,7223
3,1,4,4,3,3,8339
1,4,3,1,2,2,14683
1,7,4,8,3,2,4759
3,7,1,7,2,6,7451
0,0,3,0,0,4,49822
1,3,1,7,5,6,47960
2,2,1,5,2,1,37189
3,1,0,5,5,5,53868
0,6,4,4,3,5,55758
3,3,2,3,2,4,10996
0,5,4,0,0,5,48416
3,1,2,2,3,2,13370
3,5,1,2,4,2,18196
0,5,2,8,4,2,43175
3,0,3,2,1,2,11898
1,4,0,4,5,3,45320
0,4,0,0,5,1,31360
1,1,3,2,2,6,43539
3,5,2,8,2,2,54936
1,7,0,2,3,2,10596
0,3,1,1,2,5,31052
3,0,2,0,3,0,42951
0,6,1,8,5,6,55801
1,2,4,6,5,2,31700
